,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
89,PRKCQ,CD69,LINC01630,PLLP,LEF1,HSPA1B,HDAC2-AS2,ATP10B,PIP4K2A,PDE4B,TMEM163,LAMP2,LDB3,LINC01876,TGFB2,FREM2,LINC01265,CARD11,GNB4,DCN,MTUS1,CNR1,PLP1,SVIL
90,LOC100506474,PLAC8,EYS,HSPA1B,CTNNA3,LHFPL2,LINC02694,AOAH,SVIL,HAPLN2,P2RY12,LINC01630,SDK1,MIR325HG,ABTB3,HDAC2-AS2,ALDH1L1,HAPLN2,KAT2B,MTUS1,LPAR1,PLPP3,GNG12-AS1,PARD3
91,CBR1,TLR10,CPVL,UACA,PITPNC1,VRK2,TNS1,TRPM3,LY86,PRKCQ,RIN3,LPAR6,HIF1A-AS3,LOC105373335,ATP1B2,TFRC,SEMA5A,SERPINB9,BCAN,ACACB,BMP2K,LOC101927026,TBC1D16,SAMD4A
92,TMTC2,C3,LINC01877,ROBO2,FN1,PTAFR,DBNDD2,LINC01630,LOC101927745,SLC25A13,ARHGAP6,PCA3,SRGAP2,DBNDD2,SAMD3,PDE7B-AS1,MYT1,MSN,LAMP2,SYT6,SLC27A6,EYS,CDH5,GAD2
93,EDA,MRC1,GLIS3,FAM222A-AS1,LOC105377448,DHRS3,ST6GAL1,A2M,CFTR,CPQ,PHLPP1,PACRG-AS3,SLC19A1,LPAR6,CPB2-AS1,LRIG1,CARD8,ENO4,SVIL,ZNF385D-AS2,TGFB1,LINC00276,TNS3,HIF1A-AS3
94,MGST1,ALPK1,SAMD3,LOC105375483,CLDND1,HIF1A-AS3,CPQ,TLR5,PDE4B,AASS,TMEM144,IL18,PHLPP1,P2RY12,TGFB1,SVIL,LRMDA,GALNT15,RGS5,FRMD4B,PTCHD4,ADAMTS9-AS2,CCL4,LRRC1
95,MMD2,FGL1,LINC02930,NOS1,SAMD4A,TENT5A,MT3,SULF2,CLDND1,B3GNT5,LOC105373335,LINC01877,PLD5,GALNTL6,CA2,ELOVL7,TMEM51,PCED1B,FN1,LOC105377448,CD83,LINC00836,LDLRAD3,ERBIN
96,ARHGAP24,S100A8,CD53,TMIGD3,PLEKHG3,DOCK10,MOBP,MYO1F,TACR1,SPI1,BMP2K,ERBIN,TGFBR1,RUBCNL,NCKAP5,SAMD4A,NPL,SLC1A2,IL18,PITPNC1,ITGB5,RNF152,SRGN,PROX1-AS1
97,SLC7A14-AS1,LY96,SLC44A1,CECR2,COL4A1,ICAM2,PDE4B,ELOVL7,SPHKAP,MITF,NR4A3,CPVL,MEGF11,STK33,COL4A4,PRUNE2,OSMR,RYR3,NOS1,ADIPOR2,PPP1R9A-AS1,CFAP418-AS1,SLC1A3-AS1,USP6NL
98,TNS1,BAG3,KCNN3,RNF220,BMP2K,LINC02172,ACSL1,NKD1,TRPC3,ENOX2,RIN2,FAM149A,PLEKHA7,CEMIP,ATP11C,RNASET2,TNS1,A2M,UST,BACH1,GLDN,P2RY14,EMCN,SCD
99,PLSCR4,B3GNT5,PAICS,TMEM144,ARHGAP24,HIF3A,SRGAP2,RBPMS,ZNF98,CLMN,PDZRN4,HIF1A-AS3,LINC00299,CPB2,COL4A1,TAGLN,LINC02798,PPP1R9A-AS1,SPHKAP,ST6GALNAC3,SLC44A1,ADAMTSL1,VIP,SLC2A3
100,ENO4,LOC105376219,ADGRV1,MUSK,USP6NL,LINC01090,P2RY12,SLAIN1,NRXN1-DT,NEDD9,SMOC1,ACSL1,RPS6KA1,AKAP13,SLC7A5,PWRN1,LINC02328,LPAR1,SLC24A3,NR2F2-AS1,KIAA1217,FERMT1,CECR2,RNASET2
101,SAMD9L,P2RY12,RERG,SEMA6A,GZMA,CD9,A2M,MT3,A2M,ERBIN,MIR325HG,CPB2,HIPK2,LINC02263,SAMD4A,LOC105377448,AKAP13,SYT6,LPAR6,FBXL7,NXPH2,ABCC4,PHF21B,NRXN1-DT
102,HS3ST5,TFEB,ST6GAL1,MTUS1,ZNRF3,ENPP2,BHLHE41,PRKCQ,PLEKHH1,PARD3,PIP4K2A,CALCRL,NTN1,TRPC3,PAICS,SRGAP2,RHOJ,KCNQ1,DLC1,ENOX2,DPP10,PRKCH,DLC1,PDE4B
103,PAPLN,LHFPL2,CLDND1,SLAIN1,SLC22A3,CALCRL,SLC44A1,ARHGAP22,HAPLN2,PLEKHA7,LINC01877,CBR1,NRXN1-DT,HS3ST5,PHLPP1,PSD2,TANC1,TMEM144,ATP13A4,SPATA13,GAD2,CPB2,PARD3,PCSK5
104,RAD51B,WDFY4,PRELID2,CD9,NPFFR2,SHROOM4,PLSCR1,ARHGEF26,LINC00320,PPFIBP2,ARHGAP25,KCNQ1,HHATL,RAB31,PALM2AKAP2,ELMO1,ATP1B2,TP53TG5,EMC10,ALK,PTN,ADGRG6,HOXB-AS1,ANKRD44
105,SRPX2,STAB1,ADIPOR2,LINC02882,TGFB2,HSPB8,CTSC,STARD13-AS,TGFBR1,LINC01876,TRPC3,NR4A3,LAMP2,PDE8A,CLIC4,ACSS3,PLP1,LOC101927745,PLSCR1,LOC105369147,MARCKSL1,SLC7A14-AS1,LINC01482,EYS
106,TGFBR1,LPAR1,COL4A1,LURAP1L-AS1,SLC7A2,TNFAIP8,ZNF98,MITF,SLC25A13,STARD13-AS,LOC105378311,PAICS,CARD8,SVEP1,FAM149A,RGS20,ADIPOR2,RFX4,ANOS1,WHRN,PRKCH,GALNT15,PALM2AKAP2,LRIG1
107,EMX2OS,MYO1F,LPAR6,PON2,NOTCH2,CIMAP1B,PRUNE2,LINC00472,RBPMS,ADAM12,UST,KIAA1217,MYO1F,FAM149A,ALK,AOAH,C5orf64,CLDN11,KCNIP1,PLP1,LINC03048,FAM20A,ACSS3,CD55
108,CST3,LIPG,SUCLG2-DT,TMEM125,CLIC4,BMP2K,SCHLAP1,HIP1,LINC00298,SDK1,NKAIN3,GPR37,CAPN3,LDB3,PHLDB1,CFTR,P2RY14,LINC00472,SLC16A1,PELI1,POLR2F,ATP11C,ACACB,PLEKHH1
109,P2RY12,IER3,GALNT15,RNASE1,EMID1,LINC00278,TTN,SLC7A14-AS1,PDZRN4,CABLES1,ALK,SLC4A4,PREX1,LOC105378311,SIGLEC1,TBC1D16,DLC1,CLDND1,MKRN3,LINC00276,TAGLN,SHOC1,SPATA22,MAN2A1
110,SPI1,SLCO2B1,MEGF11,PLPP3,HIPK2,PRELID2,ADIPOR2,ELMO1-AS1,KCNQ1,RERG,MYO1F,SEMA6A-AS1,PCED1B,MT3,HHIP,WWTR1,LOC105370315,IL18,HIF1A,FAM149A,EDNRA,ENTPD1,TCF7L1,PSD2
111,CAPN3,SRGN,TFRC,SLC1A3,ST6GAL1,FGD4,ADGRG1,NPSR1-AS1,EGLN3,ATP8B4,LNC-LBCS,SOCS6,SLC44A1,QDPR,NLRC5,B4GALT1,LOC105373170,HSPA1B,RIN3,QDPR,CRYBG3,ABTB3,NOTCH2,SLC9A9
112,TMEM176B,LMCD1-AS1,SVIL,PROX1-AS1,PAMR1,LMO2,TBC1D16,BBOX1,P2RY12,PAMR1,LY86,WWTR1,LAMA2,FGD4,PDE4B,SLC7A2,TMEM176B,TBC1D16,ABCC4,PHLDB1,EMC10,LINC00511,PRUNE2,KCNQ1
113,C10orf90,BCL2A1,LAMP2,LOC101927026,ADGRD1,CASP10,HAPLN2,MYO16,CFAP418-AS1,MYO1F,SERPINB9,KMO,NOTCH2,WWTR1,ZNRF3,TENT5A,PITPNC1,LUZP2,KCNQ1,IRAK3,ATP13A4,TP53TG5,MYOF,TMEM144
114,PRDM16-DT,TMEM176B,MOBP,KIAA1755,NOS1,LYN,TMEM144,SPATA22,SUCLG2-DT,GNA14-AS1,FN1,ACSS3,THEMIS,PLEKHA7,PRUNE2,CMTM8,ZBTB20-AS5,PDE3A,USP6NL,PHLPP1,SGO1-AS1,SLC19A1,LRIG1,CD163L1
115,MEIS1,ABCC4,COL25A1,MEIS1,PDE1C,FGR,PLEKHH1,EYA4,NPSR1-AS1,NKAIN3,RYR3,TRPM3,SLC25A13,LINC01748,MGAM,KAT2B,PARP14,DISC1,LURAP1L-AS1,NRXN1-DT,ABCB1,HTR2C,DLEU1,NR2F2-AS1
116,PLD5,CH25H,LINC00276,TSPAN15,PRRX1,VWF,ITM2A,AGBL1,PACRG-AS3,RNASET2,PCDH15,NAMPT,LINC02930,LAMA4,CLDND1,EYS,NEK3,ENPP2,MTUS1,ZNRF3,SEMA6A-AS1,PIP4K2A,LMCD1-AS1,KAT2B
117,TMEM51,IL17RA,HAPLN2,LAMA2,LINC02649,FAT4,SERPINB9,PPP1R3C,SLC16A1,CTSC,SLAIN1,PDE7B-AS1,HDAC2-AS2,CD36,LOC101927026,SLC2A3,PLEKHH1,NXPH2,COBLL1,DISC1,LINC02798,GPRIN3,PDE8A,SLC44A1
118,DLEU1,CECR2,LINC01748,ADAMTS4,TGFB1,TCF7L1,TRPC3,FN1,KAT2B,ELOVL7,PDGFB,GALNT15,LOC105370315,CP,LOC101927745,ROR2,UTRN,PARD3,HIF1A-AS3,SLC35F4,RIN3,AOAH,LOC101927314,PREX1
119,TMEM165,ITGAL,ATP8B4,STARD13-AS,CPB2-AS1,ADGRG6,IPCEF1,ST6GALNAC3,LOC105373335,PIP4K2A,ELOVL7,ELOVL7,FN1,SUCLG2-DT,LINC00511,MTUS1,ADAMTS17,PTN,SOCS6,NCKAP5,LHFPL3-AS1,CLDND1,BEST1,CPQ
120,MEGF11,GADD45B,RGS12,LOC101928651,LINC01505,CARD8,PDGFRB,CTSC,ST6GALNAC3,KAT2B,PELI1,ZNRF3,C8orf34,LINC02328,SST,ITGA6,RGS12,WWTR1,CTXND1,IPO9-AS1,CD55,EYA2,MCAM,LINC00511
121,SVIL,CSF2RA,CREB5,ZBTB20-AS5,SDK1,COBLL1,HIPK2,CP,IL18,NTN1,DLC1,LINC02930,CLDND1,TLL1,NKAIN3,RUNX2,LHFPL2,SEMA5A,COL4A1,KIT,DENND3,DOCK2,MGST1,ADGRL4
122,LOC102724289,SAT1,HDAC2-AS2,AASS,LINC02055,EPSTI1,ABCC9,ASPA,THEMIS,CALCRL,HAPLN2,PLD1,LPAR6,CMTM8,NOS1,KCNQ1,STK32B,LHFPL3-AS1,LRRC1,BHLHE41,MYT1,IL7R,HIPK2,EMC10
123,LRMDA,SFMBT2,MIR646HG,GSN,SRGN,NKD1,PDGFB,CTSZ,GNA14,RIN2,TRPS1,CFTR,SAMD4A,TGFB1,HLA-C,TF,ARHGAP15,GLDN,CTSC,ACSS1,TAC1,ACSL1,SEMA5A,TP53TG5
124,LINC02328,SUCLG2,STARD13-AS,CDH23,CYP27A1,SLC35D2,FGF1,PLEKHA7,PDGFRB,SLC7A11,CREB5,CNTN5,SLC7A11,KCNQ1,MARCKSL1,LOC101927026,PARD3B,LINC02930,EPSTI1,SOCS6,MBP,S100A10,ABCA1,ZFHX3
125,AGA-DT,RAB31,CD55,COL9A2,TP53TG5,WIPF1,BCAN,LINC00511,LDLRAD3,PLEKHH1,MT3,NDRG1,MOBP,MYO5B,TP53TG5,HIF1A,GALNTL6,ADIPOR2,HS3ST2,SGCZ,B3GNT5,AASS,LOC728158,HDAC2-AS2
126,OSMR,CHD7,LRIG1,LINC02473,RBPMS,C10orf90,GLDN,LMCD1-AS1,CPB2,TFRC,LINC01505,ST6GAL1,EDA,SRGAP2B,KAT2B,ROR1,ADAMTS9-AS2,PNOC,FGF1,CCL19,DCN,LRP4-AS1,LAMA4,MTUS1
