,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
263,LINC00540,SLC25A13,GNA14-AS1,LOC105374524,NDE1,FLI1,TAC3,CDH20,ITM2A,RASSF2,LINC01036,TGFBR1,TMEM273,ITGAL,ALK,CDKN1A,LURAP1L-AS1,COL4A1,APCDD1,ATP13A4,CYP19A1,TRAF3IP3,LINC02511,LOC105374524
264,SLC4A4,LINC03069,ITK,LINC02511,LINC02240,PLAC8,ATP1A2,SKAP1,LINC01608,WIPF1,LINC02649,FERMT1,LINC02882,LINC01036,OTULINL,LMNTD1,NTN1,EMX2OS,SP110,ENTPD1,PLA2G4A,RASGRP3,LOC105377188,EYA1
265,WIF1,GNLY,LRP4-AS1,SUCLG2,LDLRAD3,ZNF385D,GNA14,ANGPTL4,TFEC,FGF13,CD68,LAIR1,GPR37,FCRL3,THSD7B,SLC24A3,LTBP1,RGS10,PLD1,ITPR2,PREX1,LAT2,TFRC,LOC105370315
266,LINC01099,STEAP1B,LAMA4,MYO1F,PIP4K2A,SLC4A4,GNB4,HLA-DOA,CALCRL,NDE1,ADGRV1,SIGLEC1,GNB4,LINC02694,HPN-AS1,PDE1C,MIR4527HG,LINC01179,MYO1E,CSF2RA,MT1X,CAVIN2,LINC01876,PDE1C
267,SEMA3G,IRAG1,AQP1,DLC1,RASGEF1C,PSD2,BBOX1,PAQR5,AOAH,EMP2,AKAP13,LINC01608,PTPRC,LAMA1,LINC02328,HLA-C,IL18RAP,TENT5A,SUCLG2,MPEG1,TMEM125,LHFPL2,KIAA1217,CLDN11
268,FAT4,LRIG1,LINC01374,CD34,BIN2,FGL1,MGST1,PAPLN,ENOX2,WHRN,MAP3K8,HLA-DRB1,ITGA6,ID1,RPS6KA1,BTK,SELENOP,EYA1,TMEM123,ST6GAL1,TRIM59,LINC02712,CNTN2,PARP4
269,MLC1,MT3,ZNRF3,SLC9A9,LHFPL2,LUZP2,MYO5B,ITM2A,FERMT1,ANOS1,TAGLN,LOC124903183,FGL2,LOC613266,CMTM7,AGA-DT,ARHGAP24,TIE1,PITPNC1,LOC101927026,TMCC3,LOC105377188,IL1RL1,BHLHE41
270,LMCD1-AS1,XIRP1,TMEM123,PRR18,COL3A1,TSHZ2,ZHX2,CREB5,ELMO1-AS1,CPB2-AS1,RASGRP3,DHRS9,TRG-AS1,EVI2A,FBXL7,ALPK1,FGL2,TAC3,CLDND1,PHLDB1,KIAA1217,GPNMB,LRRC63,SLC6A20
271,USP53,MAP3K8,RASGRP3,GPR149,NEAT1,LINC00320,ATP10B,ANKRD37,H2BC18,BIN2,LINC03002,LRIG1,TOP2A,MYO1F,UGT8,LOC105373170,LINC00276,NDRG1,CYSLTR1,ATP10A,DAAM2,PARP14,NKAIN3,SEMA6A-AS1
272,SUCLG2,ZNF804B,TNFRSF11B,SHOC1,ATP10A,PRDM16,RASSF8,FGL2,GALNT15,CMTM7,IFI30,ADAMTS9-AS2,KIF6,ARHGAP45,HAPLN2,ANKRD44,PIK3AP1,CTSC,LOC105373170,CP,CNKSR3,KIAA1217,SLC39A11,TLR6
273,DCN,PTGS1,ZBTB20,PXK,RASSF2,PTN,THBS1,MIR325HG,ATP10B,CPED1,CCL4L2,CD83,RAMP2,PLAC8,ARHGAP25,NOTCH2,RNF144B,DBNDD2,F13A1,PGM5,ADAM12,TOP2A,LINC00540,RHOU
274,ITGAX,MT1M,CRYBG3,SLC25A48,BCL2A1,TTN,SLC2A1,ADIPOR2,XRCC4,PDLIM5,AOAH,SLC6A13,MIR4300HG,CALB2,CAPN3,CHRM2,LINC01505,ARHGAP25,LY96,MAP3K8,MSR1,PDGFRB,HIPK2,ATP11C
275,RNF144B,MOBP,TFPI,PMP22,GLI2,CA2,LINC00320,LINC02649,PAICS,LOC101926964,PSD2,TFPI,BHLHE41,SINHCAF,LRP4-AS1,LINC02381,FCGR2A,ADAP2,NCKAP1L,VIT,CP,PREX2,CHODL,BLNK
276,CD58,LINC00299,LOC105377862,LINC01098,MT1X,LRRC3B,CERCAM,LEF1,CYTH4,SLC9A9,TNFRSF10B,GASK1B-AS1,THSD7B,CASC17,CNDP1,DLEU1,LOC613266,SPI1,CIITA,CYTH4,RGS5,LOC105374524,UST,CCL5
277,PGM5,ATP13A4,PLPPR1,GPR183,CDH5,ACSBG1,IER3,GPR37L1,LURAP1L-AS1,CHRM5,NHSL1,CCDC13-AS1,MEGF10,RGS12,DISP1,PARP14,PLPP2,MILR1,THBS1,PDGFB,SLC19A1,SLC16A1,ZNF804A,CECR2
278,CHST3,PCDH15,SEMA6A,LCP1,SDK1,PLD4,BIN2,PARP4,CYP1B1,MT1X,PHYHD1,TMEM98,CRISPLD2,CDKN1A,HIF1A,TYMP,GBP2,ELF1,CARTPT,PHLPP1,LOC105374524,TAGLN,HLA-DRB1,BCAN
279,PLEKHH2,B4GALT1,P2RY13,ZHX2,PKP2,LOC101927314,TCF7L1,ADIRF,THBS2,ATP13A4,LINC02882,TMEM144,CD37,FAM114A1,SUCLG2,CD38,HHIP,KCNMB1,MYO5B,TNS1,DEPP1,FGD4,BMP6,ENTREP1
280,CPVL,LINC00996,B4GALT1,CLIC4,LOC102724768,CLDN5,CPVL,OSMR,NPL,C1orf87,ENG,RNF125,LTBP2,USP6NL,IL10RA,AASS,RUNX1,PLCH1,CAPN3,ST8SIA6,THEMIS,PHYHD1,LINC01099,PCDH15
281,PPP1R14A,PAMR1,CTSC,LINC00326,PLPP3,RIPOR3,FTL,CD34,RIPOR3,LINC02381,LINC02328,HSPB8,NEK3,ACSL1,PGM5,BCAN,DSEL-AS1,RAB31,LNC-LBCS,SLC4A4,GCNT2,DPYD-AS1,SLCO1A2,MIR4300HG
282,CMTM7,PMAIP1,ZBTB20-AS5,TNFAIP3,EDNRA,DNAH11,CYP1B1,LOC105371366,DBNDD2,SP110,KMO,CD37,FOXO1,LINC03048,SLC24A3,TSC22D4,GADD45B,CABLES1,LINC02328,MT3,LAMA4,EZR,CNR1,ADAMTS18
283,SLC9A9,ID1,RIPOR3,OLR1,LINC01446,PRUNE2,TMEM163,ENTPD1,HSPB8,LOC101930421,ATP8B4,CSF2RA,SLC2A9,ELOVL7,PRELP,CYSLTR1,LINC00609,SLC2A1,PHLDB1,PAICS,GRIK1,POU2AF1,HLA-DMB,SST
284,ID1,VRK2,MBNL3,NPY,PTH1R,F3,MAML3,TRPC6,USP6NL,PTAFR,LRP4-AS1,LINC01374,LINC01416,IL7R,PLEKHG3,KIF26B,PALD1,MLPH,UGT8,HLA-DPA1,ARHGAP6,TLR1,LRRC32,MSN
285,PMP2,LILRB4,LINC00540,ABCC4,CYBB,CBLN2,LINC01374,GIMAP4,HIGD1B,SV2C,SOX10,DBNDD2,PHLDB1,LHFPL3-AS1,CX3CR1,PLCH1,ATF3,FGD2,CFAP418-AS1,AZGP1,LTBP1,B4GALT1,ARHGAP22,FGF1
286,FPR3,MCTP2,SP110,CNR1,BCHE,TSPAN15,HLA-DMB,PLSCR1,AGMO,IFI16,ZBTB20-AS5,LINC01416,CCDC200,RGS20,PYCARD,USP53,EYA2,IFI30,ACSS3,GNB4,SLC22A3,EPAS1,LOC105378311,BTG2
287,LOC101928651,ARHGAP30,TRG-AS1,MT2A,SLFN12,LINC02240,MYO1E,PIK3AP1,HBB,ACSL1,TFRC,HK2,IRAG1,LOC102724768,MYO1F,TNS1,ADAMTS14,PCSK6,LINC01090,DISC1FP1,LOC105377862,PDCD1,CD300A,MTUS1
288,PARP4,CYBB,SPHKAP,ZNF385D-AS2,GPR149,AIF1L,SLC16A9,CCL5,DISP1,SLC44A1,CARD8,BTK,OLR1,ARHGAP22,LILRB4,SEMA6A,LINC01411,LMO2,LRIG1,LOC105374524,ZNRF3,LNC-LBCS,ZNF385D,CHRM5
289,CD99,P2RY13,LINC02057,CCL4L2,LOC124909494,PDGFRA,HAMP,RIN2,MT3,CST7,PAMR1,ZNF385D-AS2,BCAN,OAF,STON2,LOC105371366,MEGF10,DPP10-AS3,IFI27,CIITA,KCNQ1,TYMP,BBOX1,ADGRG1
290,RGS16,LINC01090,KIF6,SUCLG2-DT,SUCLG2-DT,GPR174,NR4A3,IPCEF1,STEAP4,SEPTIN4-AS1,SLC52A3,LINC01010,ENPP2,ARHGEF26,MCTP2,LGALS9,SYNPR,PGM5,LINC01375,SELPLG,CEMIP,SRPX2,PLEKHG3,CBLN2
291,NIBAN1,CCL4,RCSD1,RBPMS,RIN2,TACR1,GPR34,PRRX1,IL21R,LRIG1,LUCAT1,TMEM123,PDGFB,CD38,TM4SF18,PLLP,FAM149A,SLC24A3,HSPA1B,ZNRF3,AGTR1,CDC14A,LHFPL2,FOLH1
292,CTSZ,SLC9A9,SLA,GAB3,CSF3R,CBR1,PPP1R3C,HAPLN2,CIITA,KCNQ1,SELE,HES1,SEMA5A,SLC22A3,LINC02240,CHD7,F13A1,NRXN1-DT,PNOC,DIPK1C,TTN,MS4A4E,ADAMTS14,GRIK1
293,PARD3B,TENT5A,ACSL1,FA2H,CHRNA7,PRR5L,LINC02057,TLR6,GBP2,TLL1,EGLN3,LINC03048,LRP4-AS1,LOC124904701,SHROOM4,ARHGAP6,GRAP2,GCNT2,LINC02008,KCNH8,VIT,ANGPT2,TRABD2B,B2M
294,ADAP2,TMC6,ABCG2,PPP1R9A-AS1,LMO2,ARHGAP42,DDR2,CD37,LINC01416,LURAP1L-AS1,MCTP2,SLC14A1,CYSLTR2,HMCN1,TREML1,CCK,GNA14,GAD2,S100Z,LOC124903183,SVEP1,FOLR2,EVI2A,LOC105374438
295,MYO10,CCL8,FGF1,COBLL1,LRP2,OPALIN,BLNK,PALM2AKAP2,CARD8,BBOX1,CSF3R,CST7,NINJ2,SCHLAP1,LST1,CD83,MOBP,CYSLTR1,IL21R,C11orf96,IL17RA,ICAM2,MEIS1,FAM107B
296,RUNX2,ERMN,LNC-LBCS,LAMA4,SPHKAP,CYP19A1,SEMA3B,CNDP1,QDPR,TRIM59,MORC1,CD55,ENTPD1,DAPK2,PLEKHH1,SP110,TGFB1,S100B,H2BC18,A2M,GPR34,NDST4,BEST3,MT3
297,MYOF,LOC102724104,SLC6A20,LINC02263,CD180,RAB31,MIR646HG,ATP1A2,HISLA,HIF3A,LINC01608,CARD8,ITGA1,TNS3,SIGLEC10,HIPK2,NPSR1,CEBPD,SLC7A2,PDE3A,IL10RA,PRIMA1,DOCK1,CST3
298,LDB3,TREML4,ARHGAP25,PLXDC2,DOCK2,COL21A1,MX2,SPTLC3,CD163L1,NRXN1-DT,BTK,TAC3,ST6GAL1,CHODL,TYMP,CARD8,ANOS1,TACR1,GPR34,AGT,CPA6,SCHLAP1,BHLHE41,PLP1
299,SLC35D2,LINC02953,NCF2,HS3ST5,LINC01060,PAICS,ATF3,SH3TC2,ENTPD1,ZNF804B,LOC102724768,LOC101928516,COL21A1,NCKAP1L,PLA2G4A,RGS12,CD180,OLFML3,LOC613266,SP110,LINC01179,IL7R,H2BC11,NPY
