,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
0,PPP1R9A-AS1,CCL8,PCDH9-AS2,LDB3,ZNF385D-AS2,LINC03069,PCDH9-AS2,FTH1,PCDH9-AS2,ZNF385D-AS2,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,PCDH11Y,CXCL14,BACH1,IPO9-AS1,FTH1,TAC1,CXCL14,SST,BACH1,CCK,FTH1
1,FTH1,IFITM1,TIMP3,GLDN,DPP10-AS3,SLCO1A2,FTH1,CTNNA3,FTH1,PCDH9-AS2,DPP10-AS3,TIMP3,FTH1,PCDH9-AS2,TRPC3,IPO9-AS1,SIPA1,CRH,EYS,PDE7B-AS1,BACH1,PCDH9-AS2,FGF1,VIP
2,VCAM1,VCAN-AS1,CTNNA3,PDE8A,KCNIP1,TNFSF10,P2RY14,CYP1B1,PPP1R9A-AS1,DPP10-AS3,CTNNA3,FTH1,P2RY14,FTH1,PCDH9-AS2,FTH1,LHFPL3-AS1,PCDH9-AS2,IPO9-AS1,LINC01060,GNG12-AS1,SST,TLL1,CXCL14
3,PCDH9-AS2,CCL3,P2RY14,CARNS1,P2RY14,IFI44L,ABCB1,PCDH9-AS2,HHIP,CTNNA3,FTH1,CTNNA3,CCK,HDAC2-AS2,FTH1,PCDH9-AS2,PSTPIP2,ZNF385D-AS2,FTH1,FTH1,FTH1,SGCZ,XAF1,FTL
4,S100B,CH25H,PDE7B-AS1,OPALIN,EYS,ITM2A,PPP1R9A-AS1,ANGPT2,PCED1B,LOC100506474,ELMO1,IPO9-AS1,MGST1,SLC1A2,SPHKAP,FGF13,IL18,GNG12-AS1,GNG12-AS1,THSD7B,FGF1,CRYBG3,THSD4,P2RY14
5,PRKCQ,H2BC7,FTH1,MBP,FTH1,A2M,HHIP,FGF1,CTNNA3,HTR2C,PPP1R9A-AS1,P2RY14,IPO9-AS1,MGST1,P2RY14,FTL,PCDH9-AS2,SLC26A5-AS1,CTNNA3,PDE4B,IPO9-AS1,IPO9-AS1,ST6GALNAC3,SHOC1
6,APOE,FOS,PPP1R9A-AS1,PTGDS,ZNF804B,B2M,UST,PPP1R9A-AS1,ABCB1,SLC24A3,ADAMTSL1,CHST9,STK32B,LINC02232,CRH,PPP1R9A-AS1,VCAN-AS1,CXCL14,FTL,ANGPT2,B3GNT5,FTH1,PRKCQ,PPP1R9A-AS1
7,ALDH1A1,CYSLTR1,RFX4,LINC01608,CRH,LOC105377862,TIMP3,EYS,P2RY14,C10orf90,SLC1A2,DPYD-AS1,CHST9,ELMO1,PCDH11Y,CTNNA3,GPR34,TIMP3,PDE8A,KMO,PDE1C,PDE4B,ADGRL4,PCDH9-AS2
8,MT3,RGS5,DPYD-AS1,KCNH8,IPO9-AS1,APCDD1,B3GNT5,HHIP,FGF1,PPP1R9A-AS1,P2RY14,DPP10-AS3,ANGPT2,LOC105369147,KIT,EYA4,NDST4,HHIP,DPP10-AS3,IL1RAPL2,PCDH9-AS2,HHIP,RNASE1,FN1
9,SPHKAP,GASK1B-AS1,CHST9,SVEP1,FAM222A-AS1,ABCG2,ANGPT2,DPP10-AS3,TIMP3,FN1,GNG12-AS1,PPP1R9A-AS1,B3GNT5,PPP1R9A-AS1,FTL,SV2C,FTH1,SLC7A14-AS1,ANGPT2,FN1,TMEM165,TAC1,DLEU1,STARD13-AS
10,DPP10,H2BC8,DLEU1,FTH1,PCDH9-AS2,SLC7A5,FN1,PCA3,B3GNT5,ANGPT2,UST,ANGPT2,RGS12,FGF1,CCK,FGF1,CEMIP,CCK,SLC7A14-AS1,HHIP,HHIP,COL25A1,ABCG2,ABCB1
11,ETNPPL,LINC02712,MGST1,LMCD1-AS1,PLEKHH2,RAMP2,DLEU1,IPCEF1,UST,HHIP,DPYD-AS1,UST,CTNNA3,IPO9-AS1,NXPH2,P2RY14,CFTR,FTL,P2RY14,PPP1R9A-AS1,LINC02899,LOC105369147,SLC1A3-AS1,SHISA8
12,CST3,ZFP36L1,PDE4B,SEMA3B,LAMA2,MBNL3,TMEM165,IPO9-AS1,SHOC1,P2RY14,LOC105369147,B3GNT5,DPYD-AS1,CTNNA3,MYH11,SHISA6,FAT4,PACRG-AS3,ENO4,TIMP3,MKRN3,ZBTB20-AS5,ID1,KMO
13,SULF2,NTN1,PCED1B,TP53TG5,LHFPL3-AS1,ATP10A,PALM2AKAP2,P2RY14,DPYD-AS1,TTN,STARD13-AS,ZNF804B,PPP1R9A-AS1,UST,ZNF385D-AS2,CFTR,CTNNA3,SHOC1,PCDH9-AS2,FTL,ANGPT2,PPP1R9A-AS1,SLCO1B1,CRH
14,PAMR1,GPR183,IPO9-AS1,PCDH9-AS2,UTRN,FTH1,CHST9,B3GNT5,DPP10-AS3,SVIL,CHST9,RFX4,ABCB1,ANGPT2,IPO9-AS1,SHOC1,PPP1R9A-AS1,P2RY14,HHIP,PLD5,ALK,KCNIP1,PLP1,B3GNT5
15,HTR2C,HHATL,ANGPT2,PLEKHH1,TIMP3,XAF1,SHOC1,CHST9,LOC105369147,MGST1,DENND3,CCK,HHIP,SVIL,PDE8A,PDE7B-AS1,OTULINL,ANGPT2,FN1,LINC02899,PDE8A,TRPC6,DIPK2B,PKP2
16,GNA14-AS1,LINC02642,HHIP,GAD2,FN1,IFI27,GNG12-AS1,SHOC1,DENND3,ABCB1,ANGPT2,HHIP,RBPMS,DPYD-AS1,LINC02899,FBXL7,PREX2,IPO9-AS1,DLEU1,ZNF385D-AS2,FTL,LHFPL3-AS1,IFI44L,CCK
17,HEPN1,FAM177B,SHOC1,HEY2-AS1,TMEM165,ITGA8,FTL,IL18,IPCEF1,ADAMTSL1,SLC7A14-AS1,LOC105369147,RFX4,DPP10-AS3,BACH1,TRPC3,TMEM165,PPP1R9A-AS1,RFX4,ARHGAP42,ENO4,C21orf91,ABCB1,ENO4
18,TAC1,MRC1,RIN3,PALM2AKAP2,FTL,LHCGR,IPO9-AS1,ABCB1,LINC01877,ADAM12,B3GNT5,SLC7A14-AS1,SHOC1,LOC100506474,PPP1R9A-AS1,TIMP3,PPP1R14A,FBN2,TMEM165,SHOC1,RNASET2,LOC101927560,LOC105377862,PDE7B-AS1
19,SYNPR,A2M,DENND3,LINC01299,FGF1,CTSC,LINC02930,TP53TG5,CHST9,FTH1,SEMA5A,MGST1,SVIL,P2RY14,SV2C,PDE8A,LOC105373170,C11orf96,PDE7B-AS1,P2RY14,COL25A1,LINC01090,LINC02649,MARCKSL1
20,LOC105370315,MNDA,DOCK2,CTNNA3,ENO4,MX2,EYS,LINC02072,PCA3,GNA14-AS1,PDE4B,LINC00299,LINC01877,ADAMTSL1,ANGPT2,CA8,ZBTB20-AS5,LINC02899,SHISA6,MGST1,FRMD4B,B3GNT5,SHOC1,HIF1A-AS3
21,SHISA6,SAT1,B3GNT5,LPAR1,PDE8A,HLA-C,CCK,ZNF804B,IPO9-AS1,SHISA6,TTN,TTN,TIMP3,DLEU1,TIMP3,SPHKAP,HES1,ABCB1,IL18,PCDH9-AS2,CTNNA3,SLC7A14-AS1,CTSC,PTPRZ1
22,HLA-DPB1,CX3CR1,LINC02694,C5orf64,HHIP,PRR18,GASK1B-AS1,LOC105369147,RCSD1,DENND3,ERBB4,DENND3,CNTN5,PDE4B,MIR325HG,RFX4,PCDH11Y,MARCKSL1,LINC02899,TMTC2,P2RY14,NXPH2,ELOVL7,HLA-A
23,CD38,H1-3,P2RY12,LINC03002,SVIL,FLVCR2,TGFB1,SPHKAP,ANGPT2,TGFB1,SHOC1,SHOC1,EYS,B3GNT5,LINC01630,HHIP,GPC5,TMEM165,WIF1,SLC7A14-AS1,GNB4,CMTM8,LOC101927141,TIMP3
24,EFEMP1,MS4A4E,FN1,POLR2F,TTN,MYT1,LY86,LPAR6,FTL,IPO9-AS1,CPQ,ABCB1,DENND3,TTN,SHOC1,GNG12-AS1,HES5,PDE8A,ETS1,LINC02930,SLC7A14-AS1,PACRG-AS3,ENPP2,IPO9-AS1
25,SRPX2,FTH1,NPAS3,LINC00609,SHOC1,ID1,PCDH11Y,NTNG1,PRKCH,GNA14,SVIL,FN1,TP53TG5,LMCD1-AS1,MARCKSL1,CCK,LINC02649,PTPRZ1,STARD13-AS,RFX4,PALM2AKAP2,GNG12-AS1,NLRP1,CFTR
26,GNG12-AS1,LTC4S,ABCB1,MOG,NIBAN1,VIM,RFX4,MGST1,PALM2AKAP2,LHFPL3-AS1,TRPC3,GASK1B-AS1,P2RY12,SHOC1,TPD52L1,ANGPT2,KCNQ1,FPR3,TP53TG5,CCK,CFTR,TMEM165,GATA2,SLC7A14-AS1
27,P2RY14,SELENOP,SLC7A14-AS1,LINC02899,SLC25A13,KIAA1217,DPYD-AS1,CFTR,RFX4,ABCC4,FGF1,EYS,RUNX2,CHST9,FN1,HLA-A,MROH9,DNAH11,SGCZ,BACH1,FN1,LOC105370315,LINC00540,TAC3
28,FTL,LOC285626,LOC105369147,PLLP,SRGAP1,ST6GAL1,TP53TG5,SVIL,IL1RAPL2,TRIM22,HHIP,LINC00320,ENO4,SLC7A14-AS1,B2M,ZNF385D-AS2,TAGLN,HIF1A-AS3,CPED1,GAD2,USP53,ITM2A,ITGA6,ANGPT2
29,OBI1-AS1,SIGLEC1,LY86,LINC01630,CFTR,PARD3B,LOC105374524,SHISA6,DLEU1,TMEM165,FN1,FTL,MCTP2,RIN3,FGF1,B3GNT5,LRP4-AS1,PCED1B,B3GNT5,C8orf34,LOC105369147,BEST3,NTNG1,LINC02899
30,LRP4-AS1,LPAR1,ZNF804B,GRAMD2B,WIF1,LOC101929538,LOC105369147,DLEU1,LPAR6,TMEM163,TP53TG5,LINC01877,SFMBT2,STARD13-AS,GAD2,ZNF804B,CNTN5,TLL1,FRMD4B,ABCB1,DCN,PALM2AKAP2,SLC7A5,LINC02930
31,LUCAT1,LPAR6,ENO4,MARCKSL1,SHISA6,PCDH11Y,CTNNA3,RBPMS,EYS,UST,LINC02930,LINC01090,ZNF804B,ENO4,CPB2,PCDH11Y,CCK,PRKCH,ABCB1,RELN,PITPNC1,PWRN1,PDE7B-AS1,PDE8A
32,F3,CD83,RBPMS,HHATL,NTNG1,TENT5A,HIF1A-AS3,COL21A1,LY86,TMEM144,LINC02263,TMEM165,TMEM165,FN1,HLA-A,GAD2,APOE,A2M,SHOC1,HIF1A-AS3,PPP1R9A-AS1,CHODL,CRH,KIF26B
33,SLC1A3-AS1,P2RY13,SLC4A4,FOLH1,LINC02899,ITGA6,SLC7A14-AS1,LINC02694,TP53TG5,CYP1B1,LINC01877,SRGAP2B,SHISA6,FTL,HHIP,FN1,LINC03048,BACH1,SGO1-AS1,FRMD4B,SHOC1,UTRN,EMCN,TMEM165
34,DLC1,LYZ,TP53TG5,LINC03048,GRIN2C,FLI1,LINC02694,LINC01090,SLC7A14-AS1,FGF1,TIMP3,STARD13-AS,ACSS3,CPQ,SLC16A9,LRP2,COL5A3,PDE3A,LINC02930,CRH,LINC01482,CFTR,GIMAP4,HHIP
35,PDE7B-AS1,HSPA1A,EYS,NEK3,IL18,LINC01060,PDE7B-AS1,CNR1,LINC02930,LAMA2,TTYH2,LINC02008,STARD13-AS,RFX4,SHISA6,TTN,UACA,CNR1,SAT1,HLA-A,PDE7B-AS1,B2M,PRKCH,PLPP4
36,ZBTB20-AS5,ELMO1-AS1,SHISA6,LOC102724289,PDGFRA,SLA,CFTR,HIF1A-AS3,CFTR,B3GNT5,COL5A3,TP53TG5,FN1,LINC02899,GNB4,LOC613266,A2M,HDAC2-AS2,PACRG-AS3,MIR325HG,MYO5B,FGF13,RAD51B,RFX4
37,DPP10-AS3,PDK4,LINC01877,MIR325HG,SAT1,CD74,ACSS3,SELE,LINC00299,HAPLN2,LINC00299,NR4A3,MYO10,NRXN1-DT,ATP1B2,TGFB1,LINC02899,MT3,PLCE1,IPO9-AS1,CMTM8,GRIK1,ST8SIA6,CTNNA3
38,IPO9-AS1,LINC00996,CFAP418-AS1,SPATA22,COL15A1,CEMIP,CFAP418-AS1,KCNQ1,TMEM165,IL18,MGST1,DLEU1,CPB2,TMEM163,SAT1,SLC16A9,LOC105378311,HTR2C,TIMP3,B3GNT5,PRKCH,ANKRD44,MEGF11,CPB2
39,RMST,EPCAM-DT,TGFB1,ROR1,RUBCNL,TP53TG5,P2RY12,DENND3,BMP2K,PRKCH,LOC105378311,PDE4B,FTL,ABCB1,GNG12-AS1,TMEM165,WNT5A,FN1,CMTM8,LOC105378311,TAC1,TTN,MT1E,KIT
40,KIAA1217,LINC00278,TMEM165,RNASE1,PACRG-AS3,SLC16A1,LPAR6,NTN1,IL18,LOC102546299,IL18,FAM149A,CFTR,PCDH15,LOC613266,EYS,TRPM3,PDE4B,KIF26B,CNR1,ABTB3,FERMT1,RNF144B,ATP1B2
41,SLC1A3,ENO4,PLA2G4A,TBC1D16,LINC01090,LTC4S,SAT1,NFATC2,LMCD1-AS1,BMP2K,IPO9-AS1,HDAC2-AS2,SYNPR,LOC105378311,LOC105371366,KIT,P2RY14,B3GNT5,TGFB1,RBPMS,DLEU1,TLR7,SEMA3G,RBPMS
42,CMTM8,LILRB5,PRKCH,CREB5,SLAIN1,QKI,LINC01877,TTN,PDE4B,SHOC1,LINC02008,RUNX2,TTN,LPAR6,PDE1C,LOC105378311,MAL,LINC00299,ARHGAP42,LOC105373170,ATP1B2,LINC02899,SLFN12L,KCNQ1
43,PNOC,IER3,LINC00320,ROBO2,LINC02930,PDE7B-AS1,IL18,KIAA1217,SHISA6,LOC105369147,ABCB1,FGF1,HIF1A-AS3,ABCC4,MGST1,NXPH2,XYLT1,SAMD3,RIN3,PDE8A,LPAR6,DLEU1,HDAC2-AS2,DOCK2
44,LINC02649,ZFP36,SCHLAP1,CFTR,LINC00299,HBB,DENND3,RUNX2,STARD13-AS,RUBCNL,FTL,PRKCH,SULF2,TP53TG5,TGFB1,LOC105369147,CD9,ITGA2,LPAR6,PTCHD4,NEK3,ANGPT2,CLDN5,MIR325HG
45,PREX2,H2BC11,LINC02930,HEPN1,GNG12-AS1,MT3,DBNDD2,UST,CDKN1C,CFTR,PDE8A,NEDD9,SLC16A1,CYP1B1,CTNNA3,SGCZ,COL9A2,CBR1,CFTR,ENO4,SEMA6A-AS1,LINC01482,SOX18,HEPN1
46,CFAP418-AS1,DUSP1,LINC02899,DPYD-AS1,DLEU1,ITIH5,NEDD9,LOC105377862,PACRG-AS3,ALDH1A1,CEBPD,ELMO1,TGFB1,P2RY12,ABCB1,LINC02899,ROBO2,SVIL,DBNDD2,DLEU1,TP53TG5,NPY,DSEL-AS1,RELN
47,SAT1,AIF1,LPAR6,TMEM165,DENND3,H2AC19,LNC-LBCS,PCDH11Y,LINC02055,MAN2A1,RFX4,IL18,LINC02899,TFRC,IL1R1,ATP1B2,HHIP,PCDH11Y,CPQ,PROX1-AS1,IL18,CLDND1,TIE1,TGFB1
48,FGFR3,CA2,PALM2AKAP2,S100B,COL21A1,LINC01324,IPCEF1,ENO4,MAN2A1,PDLIM1,ABCC9,LY86,LAMA2,A2M,LOC105378311,CHST9,PDE3A,SYNPR,LINC02694,DPP10-AS3,CPB2,PCSK6,LOC105376244,LPAR6
49,LINC02899,SHOC1,LOC101927314,PDE3A,SLC22A3,SLFN12L,PDE8A,FN1,TGFB1,NEDD9,SAT1,P2RY12,A2M,CFTR,RFX4,FBN2,FTL,TRPC3,PCSK6,CTXND1,LOC105371366,P2RY14,LINC01060,NEDD9
50,PTGDS,CIMAP1B,HS3ST4,SLC35F4,DISC1FP1,PLP1,MYO1F,ADAM28,ENO4,EYS,BMP2K,PACRG-AS3,LPAR6,NEDD9,FGF13,IL18,S100B,EYS,RNF144B,DACH2,LOC105378311,CD83,ERG,NOTCH2
51,ITK,STON2,RUNX2,HHIP,ARHGAP42,MAG,MERTK,EYA4,P2RY12,RBPMS,DLEU1,CBR1,LOC105370315,LOC613266,CFTR,TACR1,DLEU1,WIF1,CPB2,NKAIN3,ZNF385D-AS2,ENO4,GIMAP1,LOC105369147
52,PWRN1,P2RY12,CEBPD,CPB2-AS1,B3GNT5,KCNH8,LINC02899,DPYD-AS1,NEDD9,A2M,GASK1B-AS1,GPR37,ELMO1,LAMA4,ENO4,ENO4,CMTM8,NTNG1,RGS5,WIF1,TIMP3,IL21R,GNG12-AS1,DBNDD2
53,BMP6,LINC00639,RGS20,CMTM5,TMCC3,PAWR,ITM2A,AGBL1,LINC02899,SRGAP2,TMEM163,ZNF98,CFAP418-AS1,HHIP,ADAM12,MYO16,PDE7B-AS1,WAKMAR2,SRGAP2B,TMEM165,LHFPL3-AS1,SRGAP2B,ANGPT2,LINC01060
54,ANGPT2,LINC01374,HIF1A-AS3,PHLDB1,GNB4,ST8SIA6,KMO,LINC02899,KMO,STARD13-AS,ENO4,CFTR,RIN3,IL18,SLC26A5-AS1,RASGRP3,B2M,LOC105369147,BCAN,CPB2,TAC3,LOC613266,KCNIP1,KIAA1217
55,LAMA4,MROCKI,PACRG-AS3,PDE4B,TAFA4,TMEM98,TMEM144,P2RY12,SVEP1,CPQ,LINC02232,CPVL,IL18,TMEM165,WIF1,CBR1,GLI2,IL18,PPP1R9A-AS1,STARD13-AS,TGFB1,VRK2,BHLHE41,DLEU1
56,ENTREP1,LINC01482,SAT1,TRIM59,HLA-A,LINC02884,RBPMS,LMCD1-AS1,SLC1A2,LINC02899,TMEM165,LMCD1-AS1,FGF1,ABCC9,SLAIN1,PKP2,HEPN1,PDE7B-AS1,BACH1,GNB4,ELOVL7,DPYD-AS1,CFTR,A2M
57,SLC14A1,IFI44L,TTN,LINC01877,ANGPT2,ABCB1,SGO1-AS1,TMEM165,LINC02008,DPYD-AS1,PTCHD4,CFAP418-AS1,SGCZ,LINC02008,HDAC2-AS2,TP53TG5,CABLES1,PTN,NEDD9,SLC26A5-AS1,TENT5A,DDX60L,BTNL9,LOC613266
58,LOC105369147,OLR1,LOC105374524,LINC02882,PREX2,CHODL,BMP2K,GIMAP4,LOC613266,CARD11,ABCC4,LPAR6,ROBO2,PRKCH,B3GNT5,KIAA1217,SPON1,LHFPL3-AS1,RNASET2,KCNIP1,SVEP1,IL1RAPL2,GIMAP7,ABCC4
59,SEMA6A,LMCD1-AS1,LOC613266,TMEM125,LPAR6,LMO2,CRH,PCAT1,FN1,RFX4,LPAR6,SHISA6,DLC1,TIMP3,SLC25A13,COL4A4,RUNX2,CTSC,LMCD1-AS1,SVEP1,LPAR1,CPB2,STARD13-AS,IL18
60,AASS,LOC124903386,CPB2,PPP1R14A,P2RY12,CYP1B1,RUNX2,GNA14-AS1,HIF1A-AS3,LPAR6,RUNX2,LINC02694,PACRG-AS3,LINC01877,EYS,PLPP3,STK33,TGFB1,LRRC1,SST,MARCKSL1,CEACAM21,WDFY4,HTR2C
61,TENM1,LINC01091,IL18,LINC00639,ABCB1,PTGDS,SCHLAP1,CDKN1C,LINC02263,LOC613266,CFTR,COL5A3,RNF152,PACRG-AS3,PKP2,LINC01090,SHOC1,KCNQ1,FGF1,FAM149A,ETS1,CTNNA3,CD93,CNR1
62,CDKN2B-AS1,CSF2RA,AGBL1,ASPA,CHRM5,PDGFB,XYLT1,SEMA6A-AS1,A2M,CLDND1,RHOJ,HIF1A-AS3,PCED1B,SPHKAP,MIR4300HG,DPP10-AS3,CA8,MYO5B,PITPNC1,KIF26B,ABCB1,HDAC2-AS2,LINC00278,SLC26A5-AS1
63,LUZP2,H2AC19,LINC01090,CPB2,LMCD1-AS1,TLR6,FAM149A,LOC613266,LINC02694,ASPA,PDZRN4,CEBPD,CD163L1,TACR1,NCKAP5,STEAP4,THSD7A,RGS10,LURAP1L-AS1,LUZP2,PACRG-AS3,LINC01876,HBB,PLD5
64,TLR4,TENT5A,ABCC4,COL9A2,ALK,SLCO1B1,PIP4K2A,RNF152,LOC105370315,IFNG-AS1,LOC613266,PCED1B,GASK1B-AS1,MT3,ZBTB20-AS5,CPB2,MOG,RELN,CMTM7,MARCKSL1,RNF152,LINC02930,TMCC3,SLC16A1
65,GRIK1,SEMA6A,CPVL,PLEKHG3,COBLL1,MIR325HG,TFRC,PIP4K2A,FAM149A,LOC105371366,CFAP418-AS1,PRKCQ,SRGAP2B,SELE,SLC16A1,MT3,PRKCQ,DBNDD2,ROBO2,ABCC4,B2M,ELOVL7,SLC9A9,ZBTB20-AS5
66,LINC00499,ROBO2,PDE1C,MOBP,GNA14-AS1,PARP14,ZNF385D,PCSK6,HDAC2-AS2,LOC101927560,TACR1,LINC02899,SRGAP2,LINC02930,HLA-C,ADGRG6,LINC00639,ENO4,BMP2K,ALK,SLAIN1,TIMP3,CHRM5,NRXN1-DT
67,ID4,MIR646HG,SRGAP2,DAPK2,ANKRD44,ALPK1,FGF1,SLAIN1,PAMR1,SLC1A2,MYO1F,SEMA5A,SLC1A2,GALNTL6,COL4A4,PACRG-AS3,CBR1,LOC105378311,ANOS1,FGF13,RUBCNL,ALK,NDST4,PCDH11Y
68,LURAP1L-AS1,JAML,SRGAP2B,MCAM,CTSC,TRPC6,PACRG-AS3,PRKCQ,SPHKAP,PCED1B,CALCRL,NPAS3,STEAP4,NIBAN1,VCAN,SLAIN1,TMEM163,LINC01060,MKRN3,PLPP4,CFAP418-AS1,PDE1C,LOC105374438,RUNX2
69,MT2A,CCDC200,STARD13-AS,LINC01411,CD83,KCNMB1,PRKCH,RFX4,RUNX2,SPATA13,CLDND1,TGFB1,GNA14-AS1,PALM2AKAP2,PRKCH,GNB4,FGF1,COL25A1,RBPMS,IRAK3,HLA-A,STARD13-AS,LRMDA,MKRN3
70,TAGLN,XAF1,CFTR,SLC1A3,LINC02694,ABCA1,MARCKSL1,FAM20A,CPB2,SERPINB9,ADAMTS18,RBPMS,DBNDD2,LINC01931,SLC7A14-AS1,DBNDD2,LOC101928651,LOC613266,RUBCNL,PLPP3,DPYD-AS1,IER3,TAL1,TTN
71,NKAIN3,H2BC4,TRPM3,PROX1-AS1,SUCLG2,BTNL9,NPSR1-AS1,RASGRP3,NPAS3,ADAMTS9,FAM149A,C8orf34,ARHGAP25,LOC105370315,TFRC,DISC1FP1,BACH1,TTN,ATP8B4,HTR2C,RBPMS,PDE7B-AS1,LINC02263,TP53TG5
72,TMEM132C,HLA-DRB1,RYR3,LOC100507336,TRPC3,CD38,MAN2A1,TIMP3,RBPMS,TRPC3,LY86,NRXN1-DT,PLD5,CCN2,ITGA6,SIGLEC1,TTN,KAT2B,PLEKHG3,COL21A1,RAMP2,USP53,PDE4B,RYR3
73,ROBO2,LOC105373170,FGFR2,ADAMTS14,CREB5,NKD1,NTN1,NCKAP5,KCNQ1,BCAN,NR4A3,KIAA1217,LINC02008,CPB2,RUBCNL,FREM2,FN1,C8orf34,HHATL,LHFPL3-AS1,LAMP2,MYO5B,HMCN1,CST3
74,ENTPD1,HCG22,KMO,CERCAM,KCNMB1,ABTB3,LDB3,CCDC26,SRGAP2B,PCDH11Y,CHRM5,LOC613266,NTN1,PTN,SEMA6A,CA2,LAMA4,WDR49,CHRM5,LOC613266,ITGA1,PDE8A,TAC3,SLC24A3
75,RGS5,VAV3,NEDD9,BCAS1,PAMR1,SEMA3B,CPB2,GNB4,MT3,LOC105378311,RCSD1,A2M,RASGRP3,AOAH,AASS,LTBP1,HEPACAM,RFX4,SLAIN1,RYR3,RFX4,FGL2,FENDRR,CEBPD
76,LOC105376244,RMST,LDB3,MEGF11,PALM2AKAP2,CASP10,LOC613266,NRXN1-DT,RASGRP3,CPVL,PCDH11Y,PLPPR1,LMCD1-AS1,KCNQ1,TMEM165,PWRN1,SLC16A9,RASGRP3,COBLL1,LINC03048,SRGAP2B,LPAR6,THSD7B,CD163L1
77,IFI44,RNASE1,PDE8A,PRR5L,SLC7A14-AS1,ZIC1,CPQ,CPQ,CHRM5,SGCZ,BBOX1,IL1RAPL2,ADAM12,BMP2K,TP53TG5,CST3,TLL1,SLC16A1,HIF1A-AS3,TP53TG5,SPHKAP,TAC3,ACVRL1,LAMA3
78,SHOC1,VCAN,FAM149A,IFNG-AS1,SAMD4A,PLA2G4A,ENO4,LINC02055,SRGAP2,PACRG-AS3,NPAS3,SVIL,ELMO1-AS1,XRCC4,CST3,LRIG1,PCAT1,MIR325HG,TACR1,LOC105369147,SLC26A5-AS1,MAN2A1,PENK,GNB4
79,ST6GALNAC3,CCK,RERG,PADI2,PLD1,IER3,SRGAP2B,ABCC4,ABCC4,TRAF3IP3,HDAC2-AS2,RIN3,ZNF385D,CYTH4,DAAM2,RUBCNL,SEMA6A-AS1,NCKAP5,IQGAP2,IL18,DBNDD2,LINC01470,LOC101928516,ZNF804B
80,HDAC2-AS2,LINC02742,MYO1F,ATP10B,ADAMTS17,GNG12-AS1,LYVE1,ASPA,TRPC3,CFAP418-AS1,LMCD1-AS1,RGS20,MYO1F,LINC01748,PDE3A,MYT1,PLLP,TP53TG5,SPI1,SUCLG2,MAN2A1,CFAP47,MECOM,FAM222A-AS1
81,NXPH1,PLTP,CYP1B1,LINC01470,LOC105373335,ATP1B2,CIITA,EPAS1,GNG12-AS1,DLEU1,NRXN1-DT,LINC02930,DLEU1,MYO1F,SIGLEC1,CP,SLC25A13,IL1R1,CBR1,LPAR6,ACSS3,LINC02694,PON2,MIR4300HG
82,KCNK13,LINC02057,FPR3,LTBP1,HIF1A-AS3,EPCAM-DT,LOC105370315,HIGD1B,CCK,ABCC9,SHISA6,CLDND1,PREX1,SVEP1,LPAR6,FPR3,RBPMS,DLEU1,FAM149A,CARD11,ERBIN,SOX6,CMTM8,DISC1FP1
83,PTN,FOLR2,LINC01748,EMC10,DBNDD2,ADIRF,SELE,SLC16A1,LINC00320,P2RY12,PRKCH,SLC1A2,NEDD9,RGCC,RELN,MEGF11,CDKN2B-AS1,ZNRF3,ANKRD37,SEMA6A-AS1,UST,CYSLTR1,CTXND1,LMCD1-AS1
84,PALM2AKAP2,CD22,GALNT15,SEMA6A,PAICS,STK33,A2M,ATP10B,LYVE1,SLC35F4,WWTR1,SELE,NRXN1-DT,DBNDD2,FAM149A,RIN3,DOCK10,SST,LOC105371366,HLA-C,DISC1FP1,GPNMB,SLC6A12-AS1,PTCHD4
85,LINC01090,SH3BP4,PLPPR1,ENPP2,WAKMAR2,APOC1,RASGEF1B,TGFB1,CBR1,SRGAP2B,XRCC4,GALNT15,ATP10A,LINC01060,MYO16,PDGFRA,UTRN,LINC02930,RIN2,PRKCH,ST6GALNAC3,NEDD9,CFAP418-AS1,SERPINB9
86,ATP13A4,ATF3,CMTM7,MAL,CLDND1,THSD4,FPR3,HDAC2-AS2,LOC105373335,TP53TG5,NXPH2,FOXP2,ELOVL7,PGM5,SST,LPAR6,IGFBP7,ITGA6,FAM222A-AS1,PLPPR1,KCNIP1,EYA4,VCAN,MGST1
87,STK33,SRGN,LOC101927745,FRMD4B,CPB2,MIR646HG,MEGF11,SPON1,NRXN1-DT,LGR5,PCDH15,KCNIP1,LINC02930,FAM149A,CBR1,CHRM5,SHISA6,CLDND1,PAICS,COL25A1,LINC02930,THSD4,TSPAN15,MCTP2
88,SLCO1C1,GNG12-AS1,PAMR1,ZNF98,CTNNA3,GRIK1,RNASE1,TRAF3IP3,CFAP418-AS1,MYO1F,PRKCQ,MAN2A1,TRAF3IP3,MAN2A1,CMTM8,LMO2,SGCZ,GALNT15,SLC25A13,ZBTB20-AS5,LOC613266,RBPMS,DPP10,IL1RAPL2
