,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
0,FTH1,CCL8,PCDH9-AS2,CARNS1,DPP10-AS3,SLCO1A2,PCDH9-AS2,FTH1,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,CXCL14,BACH1,IPO9-AS1,PCDH9-AS2,TAC1,CXCL14,SST,BACH1,THSD4,FTH1
1,PCDH9-AS2,VCAN-AS1,P2RY14,PDE8A,ZNF385D-AS2,IFI44L,FTH1,PCDH9-AS2,FTH1,ZNF385D-AS2,DPP10-AS3,FTH1,FTH1,PCDH11Y,CRH,IPO9-AS1,SIPA1,FTH1,EYS,PDE7B-AS1,BACH1,PCDH9-AS2,ST6GALNAC3,VIP
2,PPP1R9A-AS1,CCL3,TIMP3,GLDN,KCNIP1,TNFSF10,P2RY14,PPP1R9A-AS1,P2RY14,DPP10-AS3,FTH1,TIMP3,P2RY14,FTH1,TRPC3,FTH1,LHFPL3-AS1,CRH,IPO9-AS1,FTH1,GNG12-AS1,SST,CCK,CXCL14
3,S100B,IFITM1,CTNNA3,LDB3,P2RY14,ITM2A,ABCB1,P2RY14,PPP1R9A-AS1,CTNNA3,P2RY14,CTNNA3,CCK,HDAC2-AS2,P2RY14,PCDH9-AS2,IL18,ZNF385D-AS2,FTH1,LINC01060,FGF1,IPO9-AS1,FGF1,PCDH9-AS2
4,PRKCQ,CH25H,PDE7B-AS1,MBP,FTH1,LINC03069,PPP1R9A-AS1,ANGPT2,HHIP,PPP1R9A-AS1,PPP1R9A-AS1,P2RY14,MGST1,LINC02232,FTH1,PPP1R9A-AS1,PSTPIP2,CXCL14,GNG12-AS1,PDE4B,FTH1,FTH1,TLL1,FTL
5,APOE,SIGLEC1,FTH1,PTGDS,PCDH9-AS2,B2M,HHIP,HHIP,TIMP3,LOC100506474,CTNNA3,CHST9,IPO9-AS1,SLC1A2,PCDH9-AS2,FTL,CFTR,SLC26A5-AS1,CTNNA3,THSD7B,PCDH9-AS2,SGCZ,XAF1,P2RY14
6,ALDH1A1,H2BC7,CHST9,OPALIN,CRH,A2M,TIMP3,IPO9-AS1,PCED1B,P2RY14,DPYD-AS1,DPYD-AS1,CHST9,MGST1,SPHKAP,FGF13,PCDH9-AS2,GNG12-AS1,FTL,ANGPT2,IPO9-AS1,CRYBG3,ADGRL4,CRH
7,MT3,FOS,PPP1R9A-AS1,KCNH8,EYS,APCDD1,UST,DPP10-AS3,ABCB1,C10orf90,CHST9,IPO9-AS1,STK32B,LOC105369147,FTL,EYA4,VCAN-AS1,TIMP3,DPP10-AS3,PCDH9-AS2,B3GNT5,PDE4B,PRKCQ,SHOC1
8,HEPN1,RGS5,DPYD-AS1,LINC01608,ZNF804B,MBNL3,ANGPT2,CTNNA3,DPYD-AS1,HTR2C,ELMO1,DPP10-AS3,ANGPT2,DPP10-AS3,KIT,CFTR,GPR34,HHIP,ANGPT2,KMO,HHIP,PPP1R9A-AS1,DLEU1,PPP1R9A-AS1
9,DPP10,CYSLTR1,RFX4,SVEP1,FAM222A-AS1,LOC105377862,B3GNT5,FGF1,CTNNA3,ANGPT2,LOC105369147,PPP1R9A-AS1,B3GNT5,ELMO1,PCDH11Y,FGF1,NDST4,SLC7A14-AS1,P2RY14,FN1,LINC02899,COL25A1,ABCB1,FN1
10,DPP10-AS3,GASK1B-AS1,PCED1B,FTH1,IPO9-AS1,ABCG2,FN1,CHST9,UST,SLC24A3,GNG12-AS1,ANGPT2,ABCB1,FGF1,ZNF385D-AS2,P2RY14,CEMIP,FTL,PCDH9-AS2,ZNF385D-AS2,MKRN3,HHIP,RNASE1,SHISA8
11,ETNPPL,SELENOP,MGST1,LMCD1-AS1,LAMA2,ATP10A,DLEU1,ABCB1,B3GNT5,FN1,SLC1A2,B3GNT5,RGS12,ANGPT2,CCK,CTNNA3,FTH1,P2RY14,PDE8A,HHIP,ANGPT2,LOC105369147,ABCG2,STARD13-AS
12,CST3,LINC02712,DLEU1,SEMA3B,LHFPL3-AS1,LHCGR,CHST9,TP53TG5,FGF1,HHIP,ANGPT2,HHIP,PPP1R9A-AS1,SVIL,MYH11,SV2C,FAT4,PACRG-AS3,SLC7A14-AS1,IL1RAPL2,TMEM165,B3GNT5,IFI44L,ABCB1
13,LOC105370315,LILRB5,PDE4B,TP53TG5,PLEKHH2,SLC7A5,SHOC1,PCA3,SHOC1,FTH1,UST,CCK,DPYD-AS1,PPP1R9A-AS1,NXPH2,PDE7B-AS1,PPP1R9A-AS1,CCK,HHIP,TIMP3,PDE1C,ZBTB20-AS5,CTSC,KMO
14,SULF2,JAML,ANGPT2,PCDH9-AS2,TIMP3,RAMP2,TMEM165,EYS,DPP10-AS3,ABCB1,ADAMTSL1,ZNF804B,RFX4,IPO9-AS1,LINC02899,SHOC1,CTNNA3,SHOC1,ENO4,PPP1R9A-AS1,ALK,ITM2A,SLC1A3-AS1,B3GNT5
15,SPHKAP,H2BC8,HHIP,GAD2,FN1,FTH1,PALM2AKAP2,CYP1B1,CHST9,TTN,STARD13-AS,RFX4,RBPMS,CTNNA3,PDE8A,TRPC3,OTULINL,ANGPT2,FN1,FTL,PDE8A,TRPC6,PLP1,CCK
16,HTR2C,VAV3,SHOC1,PLEKHH1,UTRN,XAF1,FTL,IPCEF1,LINC01877,MGST1,SLC7A14-AS1,SLC7A14-AS1,CTNNA3,UST,PPP1R9A-AS1,ZNF385D-AS2,PPP1R14A,HTR2C,SHISA6,RELN,FTL,TIMP3,LOC105377862,PKP2
17,GNA14-AS1,MRC1,IPO9-AS1,PALM2AKAP2,FTL,CD38,EYS,SHOC1,FTL,SVIL,B3GNT5,LOC105369147,TIMP3,DPYD-AS1,ANGPT2,SHISA6,PREX2,PPP1R9A-AS1,DLEU1,LINC02930,ENO4,LOC101927560,NLRP1,PDE7B-AS1
18,SYNPR,HHATL,RIN3,HEY2-AS1,FGF1,IFI27,GNG12-AS1,MGST1,LOC105369147,ADAM12,SEMA5A,SHOC1,SHOC1,P2RY14,IPO9-AS1,TIMP3,ZBTB20-AS5,FBN2,RFX4,PLD5,P2RY14,LHFPL3-AS1,ITGA6,TIMP3
19,P2RY14,VCAN,P2RY12,LINC01299,TMEM165,MX2,DPYD-AS1,LINC01090,PCA3,GNA14-AS1,DENND3,UST,HHIP,DLEU1,TIMP3,FBXL7,TMEM165,C11orf96,CPED1,MGST1,RNASET2,KCNIP1,SHOC1,ENO4
20,PAMR1,NTN1,LINC02694,CTNNA3,HHIP,CTSC,IPO9-AS1,B3GNT5,RCSD1,SHISA6,TTN,TTN,SVIL,CHST9,SV2C,CCK,KCNQ1,IPO9-AS1,IL18,RFX4,CTNNA3,GNG12-AS1,ID1,HIF1A-AS3
21,SHISA6,ZFP36L1,B3GNT5,LPAR1,PDE8A,ITGA8,LINC02930,IL18,DENND3,DENND3,HHIP,ABCB1,LINC01877,LOC100506474,BACH1,PDE8A,HES1,LINC02899,PDE7B-AS1,LINC02899,COL25A1,PACRG-AS3,LINC02649,MARCKSL1
22,CD38,GPR183,DOCK2,C5orf64,ENO4,MYT1,CCK,LOC105369147,ANGPT2,TGFB1,FGF1,MGST1,EYS,ADAMTSL1,SHOC1,SPHKAP,LOC105373170,ABCB1,TMEM165,SHOC1,FN1,C21orf91,LOC101927141,HLA-A
23,SRPX2,FAM177B,DENND3,LINC03002,SHOC1,HLA-C,LY86,LPAR6,IPO9-AS1,ADAMTSL1,PDE4B,FN1,P2RY12,B3GNT5,LINC01630,CA8,HES5,MARCKSL1,ETS1,P2RY14,CFTR,BEST3,NTNG1,CFTR
24,TAC1,LINC02642,FN1,MOG,SRGAP1,PDE7B-AS1,TGFB1,FN1,IPCEF1,GNA14,SHOC1,EYS,SHISA6,TTN,MIR325HG,ANGPT2,GPC5,HEPN1,LINC02899,CRH,GNB4,PALM2AKAP2,SLC7A5,LINC02930
25,VCAM1,LYZ,ABCB1,LINC02899,TTN,FLI1,GASK1B-AS1,LINC02072,RFX4,IPO9-AS1,SVIL,LINC00299,DENND3,PDE4B,MARCKSL1,RFX4,MROH9,A2M,STARD13-AS,TMTC2,FRMD4B,CMTM8,ENPP2,SLC7A14-AS1
26,LRP4-AS1,SAT1,NPAS3,LINC00609,SVIL,ITGA6,RFX4,SVIL,LPAR6,LHFPL3-AS1,CPQ,DENND3,RUNX2,FN1,FGF1,HHIP,PCDH11Y,PDE8A,WIF1,ARHGAP42,SLC7A14-AS1,ANKRD44,TIE1,IPO9-AS1
27,GNG12-AS1,A2M,ZNF804B,POLR2F,CFTR,TP53TG5,PCDH11Y,CFTR,CFTR,TRIM22,ERBB4,FTL,TP53TG5,SHOC1,TPD52L1,GNG12-AS1,LINC02649,HIF1A-AS3,TP53TG5,SLC7A14-AS1,PITPNC1,B2M,KCNIP1,PTPRZ1
28,HLA-DPB1,MNDA,SLC7A14-AS1,MARCKSL1,NIBAN1,ID1,TP53TG5,RFX4,LY86,LAMA2,TIMP3,GASK1B-AS1,CNTN5,STARD13-AS,FN1,B3GNT5,CCK,TAC1,LINC02930,C8orf34,USP53,TAC1,PDE7B-AS1,TAC3
29,PDE7B-AS1,MS4A4E,LY86,HHATL,SLC25A13,ST6GAL1,SLC7A14-AS1,SHISA6,EYS,UST,FN1,LINC01090,ENO4,FTL,GAD2,HLA-A,TAGLN,TMEM165,B3GNT5,ABCB1,PALM2AKAP2,RBPMS,TMCC3,LINC02899
30,EFEMP1,H1-3,LOC105369147,PLLP,SHISA6,GLDN,PDE7B-AS1,DLEU1,PRKCH,ABCC4,TP53TG5,LINC02008,SFMBT2,LMCD1-AS1,B2M,FN1,LRP4-AS1,DNAH11,ABCB1,BACH1,LOC105369147,LPAR6,BHLHE41,ANGPT2
31,LUCAT1,CX3CR1,RBPMS,GRAMD2B,IL18,LTC4S,HIF1A-AS3,LINC02694,PALM2AKAP2,TMEM165,LINC02930,STARD13-AS,TMEM165,RFX4,CPB2,SGCZ,A2M,RELN,SHOC1,GAD2,SHOC1,LINC01090,DIPK2B,HHIP
32,OBI1-AS1,FTH1,ENO4,LINC01630,WIF1,PCDH11Y,P2RY12,TTN,DLEU1,TMEM144,LINC01877,LINC00320,ZNF804B,SLC7A14-AS1,HLA-A,PCDH11Y,APOE,PTPRZ1,FRMD4B,HIF1A-AS3,LINC01482,TTN,EMCN,PDE8A
33,ZBTB20-AS5,PRKCQ,TP53TG5,FOLH1,LINC02899,KIAA1217,LOC105369147,NTNG1,SLC7A14-AS1,TMEM163,TRPC3,LINC01877,STARD13-AS,CPQ,HHIP,TGFB1,CNTN5,PDE3A,PACRG-AS3,FRMD4B,DCN,PWRN1,ELOVL7,RFX4
34,DLC1,LPAR6,SHISA6,LINC03048,PDGFRA,FLVCR2,CTNNA3,DPYD-AS1,LINC02930,CYP1B1,TTYH2,FGF1,MCTP2,CFTR,SLC16A9,TTN,LINC03048,FPR3,RIN3,LOC105378311,PDE7B-AS1,SLC7A14-AS1,DSEL-AS1,TMEM165
35,SLC1A3-AS1,LTC4S,SLC4A4,HEPN1,NTNG1,TENT5A,LOC105374524,COL21A1,TP53TG5,IL18,LINC02008,TP53TG5,CPB2,ABCB1,GNB4,LRP2,COL5A3,PCED1B,TIMP3,IPO9-AS1,PPP1R9A-AS1,P2RY14,MT1E,CTNNA3
36,KIAA1217,CD83,EYS,NEK3,SAT1,PARD3B,LINC02694,ZNF804B,IL1RAPL2,B3GNT5,FTL,NR4A3,ACSS3,RIN3,RFX4,ZNF804B,UACA,PRKCH,SGO1-AS1,HLA-A,MYO5B,TMEM165,MEGF11,PLPP4
37,CMTM8,P2RY13,LINC01877,LOC102724289,COL15A1,VIM,CFTR,SELE,TMEM165,FGF1,COL5A3,P2RY12,FN1,ENO4,ATP1B2,GAD2,XYLT1,TLL1,PLCE1,MIR325HG,PRKCH,LINC01482,SLCO1B1,KIF26B
38,SLC1A3,RNASE1,LINC02930,RNASE1,GRIN2C,LOC101929538,LPAR6,RBPMS,LINC00299,HAPLN2,LINC02263,TMEM165,TTN,LOC105378311,PDE1C,LOC613266,LINC02899,BACH1,SGCZ,RBPMS,TAC1,UTRN,RAD51B,CPB2
39,IPO9-AS1,LPAR1,TGFB1,MIR325HG,RUBCNL,CD74,CFAP418-AS1,SPHKAP,IL18,LOC102546299,IL18,RUNX2,MYO10,P2RY12,LOC105378311,SLC16A9,P2RY14,TRPC3,SAT1,B3GNT5,ABTB3,DLEU1,GNG12-AS1,KCNQ1
40,F3,EPCAM-DT,CFAP418-AS1,TBC1D16,PACRG-AS3,SLA,ACSS3,TIMP3,KMO,SHOC1,MGST1,SRGAP2B,CFTR,LPAR6,FGF13,EYS,MAL,CNR1,KIF26B,SST,LPAR6,RFX4,LOC105376244,RBPMS
41,PREX2,ELMO1-AS1,TMEM165,SPATA22,LINC00299,CEMIP,IL18,ASPA,BMP2K,PRKCH,LOC105378311,IL18,FTL,CYP1B1,SHISA6,LOC105378311,WNT5A,MT3,TGFB1,LOC105373170,CPB2,LOC105370315,SLFN12L,KIT
42,FTL,CA2,PLA2G4A,CREB5,DENND3,HBB,DBNDD2,LOC105377862,PDE4B,BMP2K,RFX4,DLEU1,SYNPR,TMEM163,LOC613266,TMEM165,TRPM3,LINC00299,CMTM8,CNR1,CMTM8,VRK2,PRKCH,ATP1B2
43,PNOC,HSPA1A,LINC00320,ROR1,LINC02930,LINC01060,NEDD9,NTN1,SHISA6,CFTR,LINC00299,FAM149A,LOC105370315,NRXN1-DT,CFTR,IL18,ROBO2,ITGA2,ARHGAP42,ENO4,DLEU1,PDE7B-AS1,MECOM,DOCK2
44,PWRN1,PDK4,PRKCH,DPYD-AS1,LINC01090,QKI,SAT1,UST,CDKN1C,RFX4,IPO9-AS1,SEMA5A,HIF1A-AS3,TP53TG5,MGST1,KIT,LOC105378311,PDE4B,CFTR,DPP10-AS3,IL18,FERMT1,ANXA3,HEPN1
45,RMST,COLEC12,TTN,PDE3A,COL21A1,SLC16A1,LINC01877,RUNX2,P2RY12,RUBCNL,ABCB1,LY86,TGFB1,LINC02899,GNG12-AS1,NXPH2,COL9A2,B3GNT5,LPAR6,SVEP1,TP53TG5,CFAP47,NDST4,MIR325HG
46,LINC02649,LINC00639,LPAR6,CFTR,ARHGAP42,MT3,DENND3,DENND3,PACRG-AS3,LOC105369147,CEBPD,NEDD9,LAMA2,IL18,ABCB1,ATP1B2,CD9,HDAC2-AS2,DBNDD2,DLEU1,ATP1B2,IER3,HDAC2-AS2,TGFB1
47,TENM1,IER3,LINC02899,SLC35F4,SLAIN1,PRR18,LNC-LBCS,ENO4,STARD13-AS,EYS,GASK1B-AS1,ELMO1,LINC02899,ABCC4,TGFB1,CHST9,FTL,SYNPR,CPB2,PTCHD4,LOC105378311,DDX60L,BTNL9,NEDD9
48,ITK,LOC285626,PALM2AKAP2,ROBO2,GNA14-AS1,PLP1,PDE8A,HIF1A-AS3,LMCD1-AS1,DPYD-AS1,PTCHD4,CFTR,SLC16A1,TFRC,CTNNA3,LINC02899,HHIP,CBR1,NEDD9,CCK,NEK3,LINC02899,HMCN1,DBNDD2
49,FGFR3,H2BC11,PACRG-AS3,TMEM165,DLEU1,SLFN12L,MYO1F,ADAM28,MAN2A1,ALDH1A1,ABCC9,HDAC2-AS2,LPAR6,A2M,SLC26A5-AS1,LOC105369147,S100B,IL18,LINC02694,CTXND1,SEMA6A-AS1,CFTR,CHRM5,LPAR6
50,PTGDS,DUSP1,LOC101927314,S100B,SLC22A3,KCNH8,IPCEF1,AGBL1,TGFB1,A2M,BMP2K,PCED1B,A2M,LOC613266,SAT1,MYO16,GLI2,LHFPL3-AS1,CPQ,PDE8A,LOC105371366,NXPH2,LOC101928516,TTN
51,LURAP1L-AS1,ZFP36,RUNX2,CMTM5,TMCC3,TMEM98,LINC02899,CDKN1C,LINC02055,PDLIM1,PDE8A,PACRG-AS3,SULF2,PCDH15,EYS,ENO4,HEPN1,FN1,PCSK6,NKAIN3,ABCB1,CPB2,LRMDA,LOC105369147
52,SAT1,LINC00278,RGS20,HHIP,ANGPT2,ABCB1,KMO,CNR1,RUNX2,NEDD9,DLEU1,PRKCH,IL18,HHIP,LOC105371366,TACR1,PDE3A,SVIL,RNF144B,DACH2,LHFPL3-AS1,CD83,ANGPT2,SLC26A5-AS1
53,LUZP2,AIF1,SCHLAP1,CPB2-AS1,B3GNT5,ITIH5,ITM2A,LOC613266,ENO4,ASPA,SAT1,CPVL,TRPC3,NEDD9,ADAM12,RASGRP3,CMTM8,SLCO1C1,BCAN,PROX1-AS1,TGFB1,ANGPT2,THSD7B,NOTCH2
54,LAMA4,CIMAP1B,CEBPD,PHLDB1,HLA-A,ZIC1,MERTK,KCNQ1,HIF1A-AS3,LPAR6,CFTR,LPAR6,ELMO1,LAMA4,ENO4,DPP10-AS3,RUNX2,KCNQ1,SRGAP2B,KIF26B,TENT5A,GRIK1,SLA,DLEU1
55,CFAP418-AS1,PLPP3,LINC01090,CPB2,GNB4,PAWR,FGF1,KIAA1217,SVEP1,RBPMS,ENO4,GPR37,RIN3,SELE,SLAIN1,CBR1,PDE7B-AS1,EYS,TTN,LOC613266,TIMP3,CHODL,CDH19,A2M
56,ANGPT2,ENO4,LOC613266,PDE4B,P2RY12,LINC02884,TMEM144,GNA14-AS1,NEDD9,MAN2A1,RUNX2,PDE4B,CFAP418-AS1,ABCC9,B3GNT5,TP53TG5,B2M,NTNG1,LRRC1,ALK,PACRG-AS3,IL18,SLCO1A2,NRXN1-DT
57,LINC02899,LINC00996,HIF1A-AS3,TRIM59,DISC1FP1,PARP14,CRH,TMEM165,LINC02899,LOC613266,LPAR6,CBR1,FGF1,PACRG-AS3,SLC7A14-AS1,KIAA1217,DLEU1,IKZF1,BACH1,WIF1,ELOVL7,TLR7,CFTR,PLD5
58,BMP6,SHOC1,SAT1,LINC02882,CHRM5,ATP1B2,RBPMS,P2RY12,LOC613266,STARD13-AS,TMEM163,LINC02694,ROBO2,LOC105370315,MIR4300HG,FBN2,MOG,CTSC,PPP1R9A-AS1,PLPP4,MARCKSL1,FGF13,CYTL1,ABCC4
59,SEMA6A,STON2,AGBL1,LINC01877,TAFA4,PTGDS,RUNX2,SEMA6A-AS1,LOC105370315,CPQ,ABCC4,AGBL1,SGCZ,TMEM165,WIF1,PKP2,CABLES1,PCDH11Y,RNASET2,ABCC4,ZNF385D-AS2,PCSK6,LINC02263,KIAA1217
60,ENTREP1,P2RY12,CPB2,ASPA,GNG12-AS1,SLCO1B1,PCED1B,NFATC2,LINC02008,SPATA13,LINC02232,ZNF98,DLC1,KCNQ1,SLC16A1,LINC01090,SPON1,PDE7B-AS1,RGS5,SUCLG2,TAC3,LOC613266,TSPAN15,RELN
61,GRIK1,LINC01482,IL18,TMEM125,CD83,CYP1B1,DPP10-AS3,FAM20A,FN1,LINC02899,TMEM165,HIF1A-AS3,GNA14-AS1,TIMP3,SLC25A13,PLPP3,CA8,WIF1,FGF1,TMEM165,LINC02930,IL1RAPL2,S100A10,LOC613266
62,KCNK13,LINC01374,HS3ST4,PPP1R14A,ABCB1,H2AC19,XYLT1,GIMAP4,LINC02694,CLDND1,LY86,CFAP418-AS1,PACRG-AS3,TACR1,NCKAP5,COL4A4,THSD7A,WAKMAR2,CMTM7,FGF13,RUBCNL,IL21R,GIMAP4,RUNX2
63,CDKN2B-AS1,LOC124903386,CPVL,LINC00639,LPAR6,ST8SIA6,BMP2K,SLAIN1,SLC1A2,IFNG-AS1,LOC613266,LMCD1-AS1,PCED1B,LINC01931,HDAC2-AS2,MT3,STK33,LOC105378311,LMCD1-AS1,FAM149A,RFX4,LINC02930,SLC9A9,LINC01060
64,SLC14A1,CD22,RYR3,MOBP,PAMR1,PDGFB,PACRG-AS3,LMCD1-AS1,A2M,SRGAP2,RHOJ,C8orf34,DBNDD2,LINC00499,SST,CPB2,PRKCQ,TTN,LURAP1L-AS1,CPB2,RNF152,ELOVL7,GATA2,IL18
65,TAGLN,ROBO2,CFTR,COL9A2,PREX2,LMO2,FAM149A,PCDH11Y,PAMR1,CARD11,TACR1,SHISA6,SPON1,PRKCH,ZBTB20-AS5,STEAP4,SHOC1,RFX4,PITPNC1,GNB4,SVEP1,CEACAM21,LINC00278,SLC16A1
66,NKAIN3,IFI44L,ABCC4,PLEKHG3,TRPC3,CHODL,TFRC,HIGD1B,FAM149A,LOC105371366,PDZRN4,CEBPD,STEAP4,LINC02930,IL1R1,SIGLEC1,CBR1,IL1R1,ROBO2,STARD13-AS,SLAIN1,CTNNA3,SLCO2B1,ZBTB20-AS5
67,ROBO2,SEMA6A,SRGAP2,MCAM,COBLL1,ALPK1,PIP4K2A,CPQ,CPB2,PCED1B,CHRM5,LOC613266,LINC02008,LINC01877,HLA-C,PACRG-AS3,IGFBP7,DBNDD2,SST,MARCKSL1,HLA-A,USP53,CFAP418-AS1,TP53TG5
68,LOC105369147,RMST,TRPM3,DAPK2,ADAMTS17,MIR325HG,MARCKSL1,PCAT1,HDAC2-AS2,SLC1A2,BBOX1,PRKCQ,RNF152,MT3,AASS,CST3,LINC00639,RGS10,HIF1A-AS3,IL18,CFAP418-AS1,CLDND1,RNF144B,SLC24A3
69,LINC00499,CSF2RA,SRGAP2B,MEGF11,SAMD4A,MIR646HG,LOC613266,PRKCQ,KCNQ1,LOC101927560,FAM149A,COL5A3,SRGAP2,PTN,PRKCH,ADGRG6,TTN,MYO5B,BMP2K,LPAR6,DPYD-AS1,FBN2,TMEM163,HTR2C
70,AASS,SH3BP4,STARD13-AS,SLC1A3,SUCLG2,TRPC6,PRKCH,EYA4,CHRM5,ADAMTS9,NR4A3,TGFB1,ARHGAP25,SPHKAP,COL4A4,SLAIN1,FGF1,LOC105369147,CHRM5,LUZP2,RBPMS,FGL2,CGNL1,PTCHD4
71,TLR4,MROCKI,RERG,LINC01411,LMCD1-AS1,SEMA3B,SGO1-AS1,PCSK6,LINC02263,SERPINB9,ADAMTS18,PDE7B-AS1,CD163L1,CPB2,CST3,DBNDD2,SLC27A6,TGFB1,RBPMS,LHFPL3-AS1,DBNDD2,DPYD-AS1,LINC01060,RYR3
72,NXPH1,OLR1,KMO,CERCAM,ALK,ABTB3,SELE,LINC02899,NPAS3,BCAN,MYO1F,RBPMS,NTN1,PALM2AKAP2,IL18,GNB4,TMEM163,WDR49,BEST3,COL21A1,LPAR1,ENO4,STARD13-AS,MKRN3
73,C8orf34,LMCD1-AS1,LDB3,PROX1-AS1,PALM2AKAP2,BTNL9,FPR3,SLC16A1,SPHKAP,TRAF3IP3,CLDND1,RIN3,SLC1A2,NIBAN1,MYO16,DISC1FP1,LOC101928651,SST,RUBCNL,SLC26A5-AS1,RAMP2,HDAC2-AS2,SH3TC1,FGF1
74,MT2A,TENT5A,FGFR2,BCAS1,CIITA,MAG,NTN1,RASGRP3,MT3,LOC105378311,CFAP418-AS1,LINC02899,SRGAP2B,PLPP4,TFRC,CP,FN1,KAT2B,ATP8B4,HTR2C,B2M,RNASE1,P2RY14,CST3
75,CSF2RA,VIM,NEDD9,ADAMTS14,CTSC,MAF,NPSR1-AS1,ABI3,TRPC3,PACRG-AS3,SPON1,NPAS3,GASK1B-AS1,SVEP1,RUBCNL,PWRN1,BACH1,ENO4,HHATL,KCNIP1,CP,MT3,PDE4B,CNR1
76,ID4,HLA-DRB1,FPR3,LOC100507336,HIF1A-AS3,SKAP1,ZNF385D,GNB4,SRGAP2B,PCDH11Y,SHISA6,KIAA1217,RASGRP3,CCN2,MT3,LTBP1,HEPACAM,COL25A1,PLEKHG3,LINC03048,ITGA1,MAN2A1,CLDN5,GNB4
77,PALM2AKAP2,LINC01091,CYP1B1,IFNG-AS1,PAICS,EPCAM-DT,CPB2,NRXN1-DT,RASGRP3,P2RY12,LINC00499,NRXN1-DT,DLEU1,COL9A1,ITGA6,ZBTB20-AS5,DOCK10,DDX60L,CBR1,IRAK3,LAMP2,NPSR1-AS1,RIN3,PCDH11Y
78,FBN2,H2AC19,MYO1F,PRR5L,PLD1,NKD1,LDB3,PIP4K2A,RBPMS,CPVL,RCSD1,IL1RAPL2,ADAM12,AOAH,CBR1,LINC02930,SLC16A9,C8orf34,MKRN3,PLPP3,IER3,TAC3,ERG,CEBPD
79,NR2F2-AS1,CCDC200,FAM149A,PADI2,LINC02694,ABCA1,LYVE1,NCKAP5,LYVE1,DLEU1,PCDH11Y,A2M,PREX1,CALCRL,LPAR6,FREM2,TLL1,SAMD3,SVIL,ZBTB20-AS5,SVIL,MYO5B,GIMAP1,FAM222A-AS1
80,PTCHD4,CCK,PDE1C,LTBP1,LOC105373335,HS3ST4,SCHLAP1,RNF152,PDE7B-AS1,TRPC3,CALCRL,SELE,LMCD1-AS1,GALNTL6,SIGLEC1,MEGF11,FOXP2,CPB2,SPI1,TP53TG5,SRGAP2B,PDE1C,KCNH8,CHRM5
81,LINC01090,PLTP,GALNT15,FREM2,KCNMB1,CASP10,CIITA,PTPRZ1,SRGAP2,SGCZ,NPAS3,LINC02930,ELMO1-AS1,XRCC4,CHST9,FPR3,LAMA4,LPAR6,LOC105371366,LOC105369147,ETS1,PGM5,LINC00540,SST
82,SHOC1,XAF1,LINC01748,ATP10B,SLC7A14-AS1,GNG12-AS1,MAN2A1,EPAS1,TACR1,CFAP418-AS1,HDAC2-AS2,RGS20,MYO1F,CYTH4,TP53TG5,LRIG1,PCAT1,RASGRP3,ANKRD37,HILPDA,TTN,MBNL3,SST,CD163L1
83,TMEM132C,MIR646HG,PDE8A,EMC10,ANKRD44,PLA2G4A,ADAM12,CCDC26,LINC00320,SLC7A11,NXPH2,PLPPR1,ZNF385D,BMP2K,TMEM165,CHRM5,PLLP,LOC613266,SLAIN1,CARD11,UST,LINC01470,HBB,SERPINB9
84,ATP13A4,ATF3,CMTM7,ZNF98,CREB5,GRIK1,LOC105370315,HS3ST5,ABCC4,SRGAP2B,PRKCH,SVIL,GRIN3A,MYO1F,VCAN,RUBCNL,LINC00299,CP,TACR1,SLC1A2,LOC613266,NPY,PON2,PACRG-AS3
85,SULF1,GNG12-AS1,LOC105374524,LINC01470,CPB2,DPYD-AS1,CPQ,TGFB1,CBR1,SLC35F4,NEDD9,SLC1A2,NEDD9,PGM5,SEMA6A,MYT1,SLC25A13,LINC02930,LINC01877,COL25A1,ACSS3,STARD13-AS,IPCEF1,PLEKHA7
86,RGS5,LOC105373170,CIITA,SEMA6A,PITPNC1,PTH1R,ENO4,ABCC4,CP,RIN3,WWTR1,SLC7A11,LINC02930,DBNDD2,RASGRP3,CA2,RBPMS,FGF1,FAM149A,RYR3,KCNIP1,NEDD9,ZNF804A,LMCD1-AS1
87,IFI44,ATP8B4,PLPPR1,FRMD4B,KANK1,SPHKAP,MEGF11,HDAC2-AS2,LOC105373335,LGR5,LMCD1-AS1,CLDND1,NRXN1-DT,RGCC,TTN,SHISA8,FA2H,TP53TG5,GNB4,PLPPR1,TFRC,LINC02694,EDN1,DISC1FP1
88,ST6GALNAC3,H2BC4,PAMR1,MAL,WAKMAR2,FGF13,SRGAP2B,ATP10B,MGST1,ABCC9,IL4R,LOC105371366,TRAF3IP3,CP,FAM149A,LPAR6,CDKN2B-AS1,ZNRF3,HAPLN2,TRPC3,ERBIN,FN1,DPP10,MCTP2
89,MUSK,HCG22,LOC107985126,ENPP2,CLDND1,IER3,ROBO2,LINC02055,NRXN1-DT,MYO1F,CYTH4,FOXP2,LOC105377862,PALD1,PKP2,NDUFA4L2,DOCK2,DLEU1,COBLL1,HLA-C,PLCH1,CX3CR1,MIR325HG,CBR1
